,date,days,exit,mean,median,model,name,price,signal,stop_loss,success,take_profit,ticker,trades,tscore,volume
0,2019-10-22T00:00:00.000Z,9.483870967741936,1:3_ATR[20],0.030795481332067748,0.030022945092794857,EMA[20]_price_crossover,IMAX Corporation,21.45,Buy,18.997707651141067,1.0,22.267430782952978,IMAX,31,20.406388516207826,202662
1,2019-10-22T00:00:00.000Z,21.6,exit_after_15_days,0.04591223648379344,0.028616672322135564,BBANDS[10_2_2]_counter_trend,Zoetis Inc.,122.81,Buy,,1.0,,ZTS,15,4.2818448026460505,2260246
2,2019-10-22T00:00:00.000Z,7.805555555555555,1:3_ATR[20],0.014849909433422891,0.014894626404031802,TRIMA[20]_price_crossover,Atmos Energy Corporation,112.33,Buy,109.87770765114107,0.9722222222222222,113.14743078295298,ATO,36,7.598492731630943,495704
3,2019-10-22T00:00:00.000Z,6.904761904761905,1:3_ATR[20],0.05223700533289208,0.055277543847877426,EMA[50]_price_crossover,"Avon Products, Inc.",4.28,Buy,1.8277076511410684,1.0,5.097430782952977,AVP,21,18.057398973056998,3432256
4,2019-10-22T00:00:00.000Z,9.0,1:3_ATR[20],0.017309516620817596,0.017330005846772724,RSI[7]_crosses_70_30_levels,Chubb Limited,148.5,Buy,146.04770765114108,1.0,149.31743078295298,CB,21,18.266671086625433,2636538
5,2019-10-22T00:00:00.000Z,7.722222222222222,1:3_ATR[20],0.02039425378012908,0.019187041103418664,MFI[7]_crosses_70_30_levels,Chemed Corporation,411.83,Buy,409.37770765114107,1.0,412.64743078295294,CHE,18,22.712633737826707,50232
6,2019-10-22T00:00:00.000Z,17.8,2:2_ATR[20],0.03154878742708142,0.03188369723859764,ZIGZAGHL[5_15_0_7]_trend_follow,"Easterly Government Properties, Inc.",21.97,Buy,20.335138434094045,1.0,23.604861565905953,DEA,15,84.70592080933952,429049
7,2019-10-22T00:00:00.000Z,8.222222222222221,1:2_ATR[20],0.015440699478617688,0.015573825785856098,ZIGZAGHL[5_15_0_7]_trend_follow,"Easterly Government Properties, Inc.",21.97,Buy,20.335138434094045,1.0,22.787430782952978,DEA,18,65.64999911072077,429049
8,2019-10-22T00:00:00.000Z,8.222222222222221,1:3_ATR[20],0.015440699478617688,0.015573825785856098,ZIGZAGHL[5_15_0_7]_trend_follow,"Easterly Government Properties, Inc.",21.97,Buy,19.517707651141066,1.0,22.787430782952978,DEA,18,65.64999911072077,429049
9,2019-10-22T00:00:00.000Z,17.8,2:3_ATR[20],0.03154878742708142,0.03188369723859764,ZIGZAGHL[5_15_0_7]_trend_follow,"Easterly Government Properties, Inc.",21.97,Buy,19.517707651141066,1.0,23.604861565905953,DEA,15,84.70592080933952,429049
