,date,days,exit,mean,median,model,name,price,signal,stop_loss,success,take_profit,ticker,trades,tscore,volume
0,2019-10-14T00:00:00.000Z,5.866666666666666,1:3_ATR[20],0.030238298148745034,0.030725761931780872,CMO[21]_crosses_0_level,"NetApp, Inc.",52.2,Buy,52.0666819257453,1.0,52.244439358084904,NTAP,15,31.188004941710098,1762431
1,2019-10-14T00:00:00.000Z,9.0,1:3_ATR[20],0.029177213058541637,0.030582489171513967,MFI[9]_crosses_70_30_levels,"Advance Auto Parts, Inc.",157.32,Buy,157.1866819257453,1.0,157.3644393580849,AAP,19,24.71887987198945,430066
2,2019-10-14T00:00:00.000Z,9.166666666666666,1:3_ATR[20],0.028224618596671722,0.02833622851847286,CCI[40]_crosses_100_(-100)_levels,"Texas Roadhouse, Inc.",48.58,Buy,48.446681925745295,1.0,48.6244393580849,TXRH,18,37.719112721737964,833081
3,2019-10-14T00:00:00.000Z,7.25,1:3_ATR[20],0.02062466253742871,0.02098435694900734,STOCHRSI[9_5_3]_D_crosses_50_level,"BlackRock, Inc.",434.21,Buy,434.0766819257453,1.0,434.2544393580849,BLK,20,15.886442336125242,704714
4,2019-10-14T00:00:00.000Z,9.590909090909092,1:3_ATR[20],0.03101959972655588,0.02712814211682757,CCI[30]_crosses_100_(-100)_levels,"Texas Roadhouse, Inc.",48.58,Buy,48.446681925745295,1.0,48.6244393580849,TXRH,22,11.187534945736656,833081
5,2019-10-14T00:00:00.000Z,4.875,1:3_ATR[20],0.020426261075830697,0.021978461272967723,CCI[40]_crosses_100_(-100)_levels,Crown Castle International Corporation,136.13,Buy,135.9966819257453,1.0,136.1744393580849,CCI,16,21.587125596169304,934896
6,2019-10-14T00:00:00.000Z,6.6,1:3_ATR[20],0.049209758599881984,0.042647453381255265,MACD[12_26_9]_crosses_signal_line,"Commercial Vehicle Group, Inc.",7.31,Buy,7.176681925745299,1.0,7.3544393580849,CVGI,15,13.515962461246104,145320
7,2019-10-14T00:00:00.000Z,9.647058823529411,1:3_ATR[20],0.03835292376363607,0.03612290565582672,APO[5_12]_crosses_0_level,CVR Energy Inc.,43.12,Buy,42.986681925745295,1.0,43.1644393580849,CVI,17,8.883294507864813,256017
8,2019-10-14T00:00:00.000Z,9.833333333333334,1:3_ATR[20],0.020890406406158354,0.01754462979579641,MFI[9]_crosses_70_30_levels,STORE Capital Corporation,37.6,Buy,37.4666819257453,1.0,37.6444393580849,STOR,18,7.21889989007855,781102
9,2019-10-14T00:00:00.000Z,8.058823529411764,1:3_ATR[20],0.04830179271689264,0.05006593038593548,MFI[7]_crosses_80_20_levels,Sea Limited Sponsored ADR,27.5,Buy,27.3666819257453,1.0,27.5444393580849,SE,17,12.549308638939381,2232178
10,2019-10-14T00:00:00.000Z,7.625,1:3_ATR[20],0.04961655800707063,0.048496944263292416,ZIGZAGHL[3_3_0_10]_mean_reversion,"Exelixis, Inc.",16.38,Buy,16.2466819257453,1.0,16.4244393580849,EXEL,16,42.64572915912061,1237655
11,2019-10-14T00:00:00.000Z,10.533333333333333,1:3_ATR[20],0.04489259747492446,0.035319239016637353,STOCH[14_2_5]_K_crosses_D_line,Rosetta Stone,16.99,Buy,16.8566819257453,1.0,17.0344393580849,RST,15,4.550748149179426,78133
12,2019-10-14T00:00:00.000Z,13.933333333333334,3:1_ATR[20],0.0014442442182296992,0.0012753909847239393,EMA[10]_price_crossover,Pulse Electronics Corp.,50.08,Buy,50.0355606419151,1.0,50.2133180742547,PULS,15,12.306725914482007,68840
13,2019-10-14T00:00:00.000Z,13.933333333333334,3:3_ATR[20],0.0014442442182296992,0.0012753909847239393,EMA[10]_price_crossover,Pulse Electronics Corp.,50.08,Buy,49.946681925745295,1.0,50.2133180742547,PULS,15,12.306725914482007,68840
