,date,days,exit,mean,median,model,name,price,signal,stop_loss,success,take_profit,ticker,trades,tscore,volume
0,2019-12-27T00:00:00.000Z,8.815384615384616,1:2_ATR[20],0.014153311013018975,0.036314480994973884,STOCHRSI[21_5_3]_K_crosses_80_20_levels,Alcoa Corp.,21.58,Sell,21.85912246893642,0.7692307692307693,21.440438765531788,AA,65,2.0649589939837933,2247782
1,2019-12-27T00:00:00.000Z,7.478260869565218,1:2_ATR[20],0.01994514224325924,0.030099060984210998,EMA[100]_price_crossover,American Airlines Group Inc.,28.44,Sell,28.719122468936423,0.8695652173913043,28.30043876553179,AAL,23,3.0458824535037414,8254081
2,2019-12-27T00:00:00.000Z,8.782608695652174,1:3_ATR[20],0.03179850842744516,0.030615877379150953,EMA[100]_price_crossover,American Airlines Group Inc.,28.44,Sell,28.858683703404633,1.0,28.30043876553179,AAL,23,41.14545495679502,8254081
3,2019-12-27T00:00:00.000Z,7.055555555555555,1:2_ATR[20],0.01607583269994697,0.02934261002149908,SMA[50]_price_crossover,American Airlines Group Inc.,28.44,Sell,28.719122468936423,0.8333333333333334,28.30043876553179,AAL,18,1.7954974228311869,8254081
4,2019-12-27T00:00:00.000Z,8.0,1:3_ATR[20],0.016826358855592773,0.02934261002149908,SMA[50]_price_crossover,American Airlines Group Inc.,28.44,Sell,28.858683703404633,0.8888888888888888,28.30043876553179,AAL,18,1.5832960496179724,8254081
5,2019-12-27T00:00:00.000Z,8.521739130434783,1:2_ATR[20],0.011824941808405822,0.027840240742681332,STOCH[14_2_5]_K_crosses_D_line,American Airlines Group Inc.,28.44,Sell,28.719122468936423,0.782608695652174,28.30043876553179,AAL,23,1.1770892928469165,8254081
6,2019-12-27T00:00:00.000Z,6.944444444444445,1:2_ATR[20],0.010057394218881077,0.03045673208358952,TRIMA[50]_price_crossover,American Airlines Group Inc.,28.44,Sell,28.719122468936423,0.7777777777777778,28.30043876553179,AAL,18,1.0015943756850552,8254081
7,2019-12-27T00:00:00.000Z,8.478260869565217,1:2_ATR[20],0.013124123078879559,0.030615877379150953,WMA[50]_price_crossover,American Airlines Group Inc.,28.44,Sell,28.719122468936423,0.8260869565217391,28.30043876553179,AAL,23,1.4822846609776403,8254081
8,2019-12-27T00:00:00.000Z,8.368421052631579,1:2_ATR[20],0.024259207508229883,0.053547367250902485,ADOSC[3_10]_crosses_0_level,"Applied Optoelectronics, Inc.",11.52,Sell,11.799122468936421,0.7894736842105263,11.380438765531789,AAOI,19,1.3930161579310945,930100
9,2019-12-27T00:00:00.000Z,8.727272727272727,1:2_ATR[20],0.02525771304189143,0.05419507932103719,SR[10]_counter_trend,"Applied Optoelectronics, Inc.",11.52,Sell,11.799122468936421,0.8181818181818182,11.380438765531789,AAOI,22,1.7252692037598736,930100
10,2019-12-27T00:00:00.000Z,7.523809523809524,1:2_ATR[20],0.012620875776133791,0.02793984350008243,AROONOSC[10]_crosses_0_level,"AAON, Inc.",49.81,Sell,50.089122468936424,0.7619047619047619,49.67043876553179,AAON,21,1.4556768149726524,69527
